user_id,employee_name,role,email,days_active,total_lifetime_hours,total_activity,login_count,login_per_day,unique_pcs,avg_active_hours_per_day,actions_per_hour,after_hours_activity,weekend_activity,file_access_count,file_copy_count,removable_uploads,removable_downloads,decoy_access_count,avg_email_size,email_sent_count,total_email_size,attachment_count,activity_per_day,device_activity_count,device_connect_count,device_disconnect_count,device_unique_pcs,device_after_hours,device_weekend_usage,device_usage_per_day,connect_disconnect_ratio,avg_session_duration,window_7_days,window_30_days,baseline_90_days,drift_7d_vs_30d,drift_30d_vs_90d,file_access_per_day,file_copy_per_day,email_sent_per_day,usb_upload_per_day,usb_download_per_day,device_connect_per_day,device_disconnect_per_day,decoy_access_per_day,anomaly_score,prediction,risk_score,explanation,prediction_label,severity
TEW0693,Travis Ezra Warner,ElectricalEngineer,Travis.Ezra.Warner@dtaa.com,196.0,987.0,1265.0,401.0,2.05,47.0,5.04,1.28,225.0,0.0,62.0,0.0,0.0,0.0,62.0,702840.6,577.0,405539040.0,406.0,6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,286,796,1.09,1.08,0.32,0.0,2.94,0.0,0.0,0.0,0.0,0.32,-0.4027751386165619,1,17.719999313354492,Behavior is normal.,Normal,Low
GMK1449,Griffith Marshall Klein,SystemsEngineer,Griffith.Marshall.Klein@dtaa.com,356.0,1800.0,1878.0,632.0,1.78,1.0,5.06,1.04,163.0,0.0,25.0,0.0,0.0,0.0,25.0,602440.75,1058.0,637382340.0,697.0,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,244,744,0.98,0.98,0.07,0.0,2.97,0.0,0.0,0.0,0.0,0.07,-0.40258118510246277,1,17.670000076293945,Behavior is normal.,Normal,Low
VCV1353,Vielka Claire Velasquez,Scientist,Vielka.Claire.Velasquez@dtaa.com,356.0,1570.0,1856.0,356.0,1.0,1.0,4.41,1.18,356.0,0.0,86.0,0.0,0.0,0.0,86.0,917328.9,1058.0,970533950.0,1017.0,5.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,221,684,1.07,0.97,0.24,0.0,2.97,0.0,0.0,0.0,0.0,0.24,-0.40897005796432495,1,17.65999984741211,Behavior is normal.,Normal,Low
AKK2125,Amy Kim Kennedy,ElectricalEngineer,Amy.Kim.Kennedy@dtaa.com,414.0,1864.0,2173.0,436.0,1.05,23.0,4.5,1.17,446.0,114.0,23.0,0.0,0.0,0.0,23.0,224358.55,1268.0,284486620.0,232.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,247,784,0.94,0.95,0.06,0.0,3.06,0.0,0.0,0.0,0.0,0.06,-0.40250787138938904,1,17.649999618530273,Behavior is normal.,Normal,Low
JRB0025,Jeanette Ramona Blanchard,HumanResourceSpecialist,Jeanette.Ramona.Blanchard@dtaa.com,356.0,1662.0,2091.0,356.0,1.0,1.0,4.67,1.26,164.0,0.0,233.0,0.0,0.0,0.0,233.0,260751.6,1338.0,348885630.0,311.0,5.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,281,837,1.01,1.01,0.65,0.0,3.76,0.0,0.0,0.0,0.0,0.65,-0.43026432394981384,1,17.649999618530273,Behavior is normal.,Normal,Low
AEB1458,Ashton Emmanuel Barrett,ElectricalEngineer,Ashton.Emmanuel.Barrett@dtaa.com,356.0,1626.0,1791.0,356.0,1.0,1.0,4.57,1.1,168.0,0.0,172.0,0.0,0.0,0.0,172.0,821617.1,1095.0,899670800.0,1032.0,5.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,237,703,1.01,1.01,0.48,0.0,3.08,0.0,0.0,0.0,0.0,0.48,-0.40244799852371216,1,17.6299991607666,Behavior is normal.,Normal,Low
TLU1836,Tallulah Lucy Underwood,MechanicalEngineer,Tallulah.Lucy.Underwood@dtaa.com,356.0,1699.0,2175.0,356.0,1.0,1.0,4.77,1.28,356.0,0.0,380.0,0.0,0.0,0.0,380.0,645602.56,1083.0,699187600.0,752.0,6.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,258,784,1.03,0.99,1.07,0.0,3.04,0.0,0.0,0.0,0.0,1.07,-0.4000793993473053,1,17.610000610351562,Behavior is normal.,Normal,Low
ACH0008,Aristotle Charles Hull,VicePresident,Aristotle.Charles.Hull@dtaa.com,356.0,2011.0,4066.0,356.0,1.0,1.0,5.65,2.02,356.0,0.0,0.0,0.0,0.0,0.0,0.0,30048.12,3354.0,100781380.0,0.0,11.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,583,1747,1.04,1.0,0.0,0.0,9.42,0.0,0.0,0.0,0.0,0.0,-0.4203365743160248,1,17.59000015258789,Behavior is normal.,Normal,Low
GJG1087,Giselle Jeanette Goff,SoftwareDeveloper,Giselle.Jeanette.Goff@dtaa.com,356.0,1768.0,2095.0,629.0,1.77,1.0,4.97,1.18,342.0,0.0,44.0,0.0,0.0,0.0,44.0,808645.2,1080.0,873336800.0,856.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,247,735,1.04,1.01,0.12,0.0,3.03,0.0,0.0,0.0,0.0,0.12,-0.3995031714439392,1,17.59000015258789,Behavior is normal.,Normal,Low
BWJ0136,Beck Wallace Johnson,ProjectManager,Beck.Wallace.Johnson@dtaa.com,443.0,2087.0,2246.0,443.0,1.0,1.0,4.71,1.08,0.0,160.0,102.0,0.0,0.0,0.0,102.0,640871.2,1701.0,1090121900.0,1072.0,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,358,1065,0.98,1.01,0.23,0.0,3.84,0.0,0.0,0.0,0.0,0.23,-0.43300116062164307,1,17.56999969482422,Behavior is normal.,Normal,Low
CAG2236,Charde Anika Gamble,ProductionLineWorker,Charde.Anika.Gamble@dtaa.com,271.0,944.0,863.0,490.0,1.81,1.0,3.48,0.91,271.0,0.0,4.0,0.0,0.0,0.0,4.0,1426965.5,98.0,139842620.0,173.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,85,225,1.16,1.13,0.01,0.0,0.36,0.0,0.0,0.0,0.0,0.01,-0.40442851185798645,1,17.56999969482422,Behavior is normal.,Normal,Low
CAP1971,Camilla April Puckett,ElectricalEngineer,Camilla.April.Puckett@dtaa.com,356.0,1696.0,2263.0,356.0,1.0,1.0,4.76,1.33,712.0,0.0,125.0,0.0,0.0,0.0,125.0,841132.25,1070.0,900011500.0,1050.0,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,235,709,1.0,0.99,0.35,0.0,3.01,0.0,0.0,0.0,0.0,0.35,-0.4022030532360077,1,17.559999465942383,Behavior is normal.,Normal,Low
EJM2690,Emi Jenna Mcgee,WebDeveloper,Emi.Jenna.Mcgee@dtaa.com,356.0,1865.0,2115.0,621.0,1.74,1.0,5.24,1.13,360.0,0.0,62.0,0.0,0.0,0.0,62.0,809036.06,1072.0,867286660.0,882.0,5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,245,746,1.05,0.99,0.17,0.0,3.01,0.0,0.0,0.0,0.0,0.17,-0.3886083662509918,1,17.530000686645508,Behavior is normal.,Normal,Low
JSB0320,Jane Sarah Barron,Manager,Jane.Sarah.Barron@dtaa.com,356.0,1845.0,2763.0,645.0,1.81,1.0,5.18,1.5,356.0,0.0,41.0,0.0,0.0,0.0,41.0,499870.9,1721.0,860277800.0,985.0,7.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,354,1049,1.05,1.01,0.12,0.0,4.83,0.0,0.0,0.0,0.0,0.12,-0.3997901380062103,1,17.5,Behavior is normal.,Normal,Low
PJM3025,Porter Jordan Mcclure,SecurityGuard,Porter.Jordan.Mcclure@dtaa.com,79.0,368.0,544.0,79.0,1.0,1.0,4.66,1.48,79.0,0.0,18.0,0.0,0.0,0.0,18.0,367443.0,368.0,135219020.0,157.0,6.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,338,1017,1.18,1.0,0.23,0.0,4.66,0.0,0.0,0.0,0.0,0.23,-0.3996807336807251,1,17.450000762939453,Behavior is normal.,Normal,Low
QSG3297,Quinlan Stephen Garza,ProductionLineWorker,Quinlan.Stephen.Garza@dtaa.com,356.0,1018.0,1207.0,356.0,1.0,1.0,2.86,1.19,712.0,0.0,17.0,0.0,0.0,0.0,17.0,29794.23,122.0,3634896.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,62,187,1.04,0.99,0.05,0.0,0.34,0.0,0.0,0.0,0.0,0.05,-0.4038783609867096,1,17.43000030517578,Behavior is normal.,Normal,Low
WFH2830,Wayne Finn Houston,StockroomClerk,Wayne.Finn.Houston@dtaa.com,356.0,1261.0,1134.0,634.0,1.78,1.0,3.54,0.9,357.0,0.0,25.0,0.0,0.0,0.0,25.0,1755149.1,118.0,207107600.0,205.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,79,239,0.98,0.99,0.07,0.0,0.33,0.0,0.0,0.0,0.0,0.07,-0.3999565541744232,1,17.43000030517578,Behavior is normal.,Normal,Low
DNB3545,Deborah Noelle Bowman,Scientist,Deborah.Noelle.Bowman@dtaa.com,110.0,552.0,684.0,197.0,1.79,1.0,5.02,1.24,110.0,0.0,47.0,0.0,0.0,0.0,47.0,803435.6,330.0,265133760.0,281.0,6.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,254,759,1.18,1.0,0.43,0.0,3.0,0.0,0.0,0.0,0.0,0.43,-0.40807101130485535,1,17.420000076293945,Behavior is normal.,Normal,Low
JLG2952,Jaquelyn Lila Graham,Salesman,Jaquelyn.Lila.Graham@dtaa.com,356.0,1925.0,2783.0,642.0,1.8,1.0,5.41,1.45,163.0,0.0,176.0,0.0,0.0,0.0,176.0,905044.8,1802.0,1630890800.0,1724.0,7.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,368,1122,0.88,0.98,0.49,0.0,5.06,0.0,0.0,0.0,0.0,0.49,-0.4072131812572479,1,17.40999984741211,Behavior is normal.,Normal,Low
FZB3046,Fritz Zephania Becker,ITAdmin,Fritz.Zephania.Becker@dtaa.com,358.0,2903.0,5391.0,1794.0,5.01,1005.0,8.11,1.86,2218.0,3.0,70.0,0.0,0.0,0.0,70.0,719897.8,1309.0,942346300.0,966.0,15.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,411,1232,1.03,1.0,0.2,0.0,3.66,0.0,0.0,0.0,0.0,0.2,-0.4128463566303253,1,17.40999984741211,Behavior is normal.,Normal,Low
KTS3908,Kenneth Tyrone Snyder,StockroomClerk,Kenneth.Tyrone.Snyder@dtaa.com,259.0,731.0,630.0,259.0,1.0,1.0,2.82,0.86,259.0,0.0,13.0,0.0,0.0,0.0,13.0,1427391.0,99.0,141311710.0,191.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,60,184,1.28,0.98,0.05,0.0,0.38,0.0,0.0,0.0,0.0,0.05,-0.3998704254627228,1,17.40999984741211,Behavior is normal.,Normal,Low
JAS1907,Jaime Aspen Stewart,Physicist,Jaime.Aspen.Stewart@dtaa.com,356.0,1768.0,1897.0,631.0,1.77,1.0,4.97,1.07,0.0,0.0,166.0,0.0,0.0,0.0,166.0,771605.6,1100.0,848766200.0,972.0,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,249,770,1.0,0.97,0.47,0.0,3.09,0.0,0.0,0.0,0.0,0.47,-0.4064115881919861,1,17.389999389648438,Behavior is normal.,Normal,Low
JCC0571,Joshua Chase Clarke,ComputerScientist,Joshua.Chase.Clarke@dtaa.com,356.0,1685.0,2004.0,356.0,1.0,1.0,4.73,1.19,538.0,0.0,35.0,0.0,0.0,0.0,35.0,802316.4,1075.0,862490100.0,966.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,222,682,1.06,0.98,0.1,0.0,3.02,0.0,0.0,0.0,0.0,0.1,-0.3921368420124054,1,17.3799991607666,Behavior is normal.,Normal,Low
CCB0547,Claudia Camilla Bass,ElectricalEngineer,Claudia.Camilla.Bass@dtaa.com,356.0,1838.0,2582.0,642.0,1.8,1.0,5.16,1.4,712.0,0.0,137.0,0.0,0.0,0.0,137.0,704619.8,1091.0,768740200.0,913.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,250,761,0.92,0.99,0.38,0.0,3.06,0.0,0.0,0.0,0.0,0.38,-0.40151429176330566,1,17.3799991607666,Behavior is normal.,Normal,Low
CBR0121,Carter Barry Ramirez,HardwareEngineer,Carter.Barry.Ramirez@dtaa.com,356.0,1899.0,2438.0,666.0,1.87,28.0,5.33,1.28,570.0,0.0,106.0,0.0,0.0,0.0,106.0,561222.7,1096.0,615100000.0,652.0,6.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,250,743,0.92,1.01,0.3,0.0,3.08,0.0,0.0,0.0,0.0,0.3,-0.40810608863830566,1,17.350000381469727,Behavior is normal.,Normal,Low
MGG1756,Myra Germane Garrison,SecurityGuard,Myra.Germane.Garrison@dtaa.com,356.0,1934.0,2916.0,652.0,1.83,21.0,5.43,1.51,362.0,0.0,204.0,0.0,0.0,0.0,204.0,707217.25,1698.0,1200855000.0,1640.0,8.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,351,1061,0.95,0.99,0.57,0.0,4.77,0.0,0.0,0.0,0.0,0.57,-0.3992958962917328,1,17.350000381469727,Behavior is normal.,Normal,Low
HVR0633,Holmes Valentine Ramos,ComputerProgrammer,Holmes.Valentine.Ramos@dtaa.com,356.0,1735.0,1799.0,651.0,1.83,25.0,4.87,1.04,0.0,0.0,60.0,0.0,0.0,0.0,60.0,747704.75,1088.0,813502700.0,910.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,248,738,1.05,1.01,0.17,0.0,3.06,0.0,0.0,0.0,0.0,0.17,-0.4062579870223999,1,17.34000015258789,Behavior is normal.,Normal,Low
NEE1632,Nicholas Elijah Estrada,Technician,Nicholas.Elijah.Estrada@dtaa.com,356.0,1546.0,1527.0,732.0,2.06,86.0,4.34,0.99,384.0,0.0,53.0,0.0,0.0,0.0,53.0,843502.8,358.0,301974000.0,340.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,130,400,1.05,0.98,0.15,0.0,1.01,0.0,0.0,0.0,0.0,0.15,-0.4067895710468292,1,17.31999969482422,Behavior is normal.,Normal,Low
MNM2369,Maya Nola Morrow,Technician,Maya.Nola.Morrow@dtaa.com,378.0,1607.0,1464.0,669.0,1.77,1.0,4.25,0.91,378.0,44.0,53.0,0.0,0.0,0.0,53.0,1079518.4,364.0,392944670.0,381.0,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,130,380,1.09,1.03,0.14,0.0,0.96,0.0,0.0,0.0,0.0,0.14,-0.4067859351634979,1,17.31999969482422,Behavior is normal.,Normal,Low
AYA3962,Aileen Yen Acevedo,StockroomClerk,Aileen.Yen.Acevedo@dtaa.com,356.0,1023.0,1182.0,356.0,1.0,1.0,2.87,1.16,712.0,0.0,0.0,0.0,0.0,0.0,0.0,31673.9,114.0,3610824.0,0.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,62,186,1.04,1.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,-0.39952316880226135,1,17.31999969482422,Behavior is normal.,Normal,Low
BEB1022,Byron Elmo Buchanan,FieldServiceEngineer,Byron.Elmo.Buchanan@dtaa.com,356.0,1621.0,1796.0,356.0,1.0,1.0,4.55,1.11,356.0,0.0,0.0,0.0,0.0,0.0,0.0,29932.34,1084.0,32446660.0,0.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,231,666,1.02,1.04,0.0,0.0,3.04,0.0,0.0,0.0,0.0,0.0,-0.423618882894516,1,17.31999969482422,Behavior is normal.,Normal,Low
ANH2482,Amanda Nichole Horn,MechanicalEngineer,Amanda.Nichole.Horn@dtaa.com,356.0,1579.0,1541.0,356.0,1.0,1.0,4.44,0.98,0.0,0.0,111.0,0.0,0.0,0.0,111.0,742033.75,1074.0,796944260.0,946.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,241,711,0.99,1.02,0.31,0.0,3.02,0.0,0.0,0.0,0.0,0.31,-0.3988986015319824,1,17.309999465942383,Behavior is normal.,Normal,Low
CSB2910,Callie Stephanie Bridges,Technician,Callie.Stephanie.Bridges@dtaa.com,356.0,1534.0,1425.0,681.0,1.91,43.0,4.31,0.93,367.0,0.0,2.0,0.0,0.0,0.0,2.0,173378.31,375.0,65016870.0,64.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,131,381,1.05,1.03,0.01,0.0,1.05,0.0,0.0,0.0,0.0,0.01,-0.40676403045654297,1,17.309999465942383,Behavior is normal.,Normal,Low
JSN1905,Josiah Sloane Neal,Scientist,Josiah.Sloane.Neal@dtaa.com,356.0,1629.0,1470.0,356.0,1.0,1.0,4.58,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29909.8,1114.0,33319516.0,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,224,680,1.03,0.99,0.0,0.0,3.13,0.0,0.0,0.0,0.0,0.0,-0.407550185918808,1,17.290000915527344,Behavior is normal.,Normal,Low
MCF3187,Marvin Chase Frederick,Physicist,Marvin.Chase.Frederick@dtaa.com,356.0,1553.0,1930.0,356.0,1.0,1.0,4.36,1.24,356.0,0.0,144.0,0.0,0.0,0.0,144.0,985433.8,1074.0,1058356000.0,980.0,5.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,238,701,0.99,1.02,0.4,0.0,3.02,0.0,0.0,0.0,0.0,0.4,-0.4059077501296997,1,17.280000686645508,Behavior is normal.,Normal,Low
GMH2027,Grace Mona Hancock,TestEngineer,Grace.Mona.Hancock@dtaa.com,336.0,1603.0,1710.0,336.0,1.0,1.0,4.77,1.07,336.0,0.0,0.0,0.0,0.0,0.0,0.0,29929.65,1038.0,31066974.0,0.0,5.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,220,696,1.28,0.95,0.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0,-0.391995906829834,1,17.270000457763672,Behavior is normal.,Normal,Low
HLC1172,Haviva Lacota Chang,SystemsEngineer,Haviva.Lacota.Chang@dtaa.com,356.0,1797.0,1975.0,449.0,1.26,87.0,5.05,1.1,379.0,0.0,44.0,0.0,0.0,0.0,44.0,701063.7,1103.0,773273200.0,897.0,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,244,727,1.03,1.01,0.12,0.0,3.1,0.0,0.0,0.0,0.0,0.12,-0.40085145831108093,1,17.239999771118164,Behavior is normal.,Normal,Low
EAH3107,Erica Abra Holder,SystemsEngineer,Erica.Abra.Holder@dtaa.com,356.0,1639.0,2033.0,356.0,1.0,1.0,4.6,1.24,356.0,0.0,226.0,0.0,0.0,0.0,226.0,272691.44,1095.0,298597120.0,290.0,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,236,713,0.94,0.99,0.63,0.0,3.08,0.0,0.0,0.0,0.0,0.63,-0.40072694420814514,1,17.209999084472656,Behavior is normal.,Normal,Low
IAC3581,Ivory Audra Calhoun,Scientist,Ivory.Audra.Calhoun@dtaa.com,356.0,1925.0,2497.0,637.0,1.79,1.0,5.41,1.3,712.0,0.0,50.0,0.0,0.0,0.0,50.0,452437.16,1098.0,496776000.0,580.0,7.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,242,743,1.04,0.98,0.14,0.0,3.08,0.0,0.0,0.0,0.0,0.14,-0.40716949105262756,1,17.18000030517578,Behavior is normal.,Normal,Low
RJW1440,Raymond Jarrod Welch,MaterialsEngineer,Raymond.Jarrod.Welch@dtaa.com,356.0,1817.0,2156.0,625.0,1.76,1.0,5.1,1.19,356.0,0.0,120.0,0.0,0.0,0.0,120.0,866681.1,1055.0,914348600.0,1082.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,252,753,1.02,1.0,0.34,0.0,2.96,0.0,0.0,0.0,0.0,0.34,-0.4072455167770386,1,17.15999984741211,Behavior is normal.,Normal,Low
BSS2956,Barbara Sloane Sykes,Salesman,Barbara.Sloane.Sykes@dtaa.com,356.0,1900.0,2803.0,625.0,1.76,1.0,5.34,1.48,157.0,0.0,206.0,0.0,0.0,0.0,206.0,918554.75,1815.0,1667176800.0,1708.0,7.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,428,1210,1.04,1.06,0.58,0.0,5.1,0.0,0.0,0.0,0.0,0.58,-0.40614449977874756,1,17.149999618530273,Behavior is normal.,Normal,Low
GUC3945,Ginger Ursula Coffey,ProductionLineWorker,Ginger.Ursula.Coffey@dtaa.com,400.0,1402.0,1255.0,710.0,1.78,1.0,3.5,0.9,400.0,99.0,10.0,0.0,0.0,0.0,10.0,1340747.8,135.0,181000940.0,189.0,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,91,270,1.22,1.01,0.02,0.0,0.34,0.0,0.0,0.0,0.0,0.02,-0.40271615982055664,1,17.1299991607666,Behavior is normal.,Normal,Low
AHM0959,Alika Halee Martinez,Salesman,Alika.Halee.Martinez@dtaa.com,356.0,1832.0,2754.0,481.0,1.35,111.0,5.15,1.5,359.0,0.0,146.0,0.0,0.0,0.0,146.0,682258.2,1768.0,1206232400.0,1295.0,7.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,385,1119,0.99,1.03,0.41,0.0,4.97,0.0,0.0,0.0,0.0,0.41,-0.4059750437736511,1,17.110000610351562,Behavior is normal.,Normal,Low
WEV2867,Willa Elizabeth Velez,ProductionLineWorker,Willa.Elizabeth.Velez@dtaa.com,356.0,1353.0,1229.0,721.0,2.03,81.0,3.8,0.91,370.0,0.0,19.0,0.0,0.0,0.0,19.0,1271601.2,119.0,151320540.0,162.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,91,263,0.94,1.04,0.05,0.0,0.33,0.0,0.0,0.0,0.0,0.05,-0.40262705087661743,1,17.110000610351562,Behavior is normal.,Normal,Low
PAA2738,Philip Albert Aguilar,ElectricalEngineer,Philip.Albert.Aguilar@dtaa.com,356.0,1938.0,2301.0,745.0,2.09,102.0,5.44,1.19,403.0,0.0,76.0,0.0,0.0,0.0,76.0,708659.25,1077.0,763226000.0,706.0,6.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,266,793,1.09,1.01,0.21,0.0,3.03,0.0,0.0,0.0,0.0,0.21,-0.4004253149032593,1,17.09000015258789,Behavior is normal.,Normal,Low
ADM1894,Adrian Declan Mathews,ElectricalEngineer,Adrian.Declan.Mathews@dtaa.com,356.0,1916.0,2322.0,727.0,2.04,83.0,5.38,1.21,385.0,0.0,109.0,0.0,0.0,0.0,109.0,804794.94,1101.0,886079200.0,1037.0,6.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,266,790,1.06,1.01,0.31,0.0,3.09,0.0,0.0,0.0,0.0,0.31,-0.4001938998699188,1,17.030000686645508,Behavior is normal.,Normal,Low
KTW1719,Kasper Tyler Woods,ChiefEngineer,Kasper.Tyler.Woods@dtaa.com,356.0,1915.0,3485.0,356.0,1.0,1.0,5.38,1.82,700.0,0.0,222.0,0.0,0.0,0.0,222.0,595919.5,2207.0,1315194400.0,1455.0,9.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,430,1264,1.02,1.02,0.62,0.0,6.2,0.0,0.0,0.0,0.0,0.62,-0.3970951735973358,1,17.020000457763672,Behavior is normal.,Normal,Low
CNS2548,Connor Nicolas Stanton,MechanicalEngineer,Connor.Nicolas.Stanton@dtaa.com,356.0,1677.0,2168.0,356.0,1.0,1.0,4.71,1.29,550.0,0.0,12.0,0.0,0.0,0.0,12.0,186753.38,1250.0,233441710.0,204.0,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,249,745,1.03,1.0,0.03,0.0,3.51,0.0,0.0,0.0,0.0,0.03,-0.397670716047287,1,17.0,Behavior is normal.,Normal,Low
ARB0208,Aidan Ryder Bird,Director,Aidan.Ryder.Bird@dtaa.com,356.0,1770.0,3141.0,477.0,1.34,105.0,4.97,1.77,283.0,0.0,186.0,0.0,0.0,0.0,186.0,424632.28,2195.0,932067840.0,973.0,8.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,440,1283,1.03,1.03,0.52,0.0,6.17,0.0,0.0,0.0,0.0,0.52,-0.4298361539840698,1,16.959999084472656,Behavior is normal.,Normal,Low
VLF1113,Vivien Lara Frank,ComputerProgrammer,Vivien.Lara.Frank@dtaa.com,359.0,1792.0,2329.0,412.0,1.15,1.0,4.99,1.3,824.0,5.0,9.0,0.0,0.0,0.0,9.0,230277.86,1084.0,249621200.0,261.0,6.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,234,703,1.01,1.0,0.03,0.0,3.02,0.0,0.0,0.0,0.0,0.03,-0.40469783544540405,1,16.959999084472656,Behavior is normal.,Normal,Low
LRL1316,Lydia Rana Lucas,SystemsEngineer,Lydia.Rana.Lucas@dtaa.com,356.0,1788.0,2188.0,627.0,1.76,1.0,5.02,1.22,356.0,0.0,127.0,0.0,0.0,0.0,127.0,925818.3,1078.0,998032100.0,1065.0,6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,249,755,1.01,0.99,0.36,0.0,3.03,0.0,0.0,0.0,0.0,0.36,-0.3996543288230896,1,16.940000534057617,Behavior is normal.,Normal,Low
NWO3501,Noel Whilemina Orr,SecurityGuard,Noel.Whilemina.Orr@dtaa.com,99.0,512.0,702.0,99.0,1.0,1.0,5.17,1.37,106.0,0.0,39.0,0.0,0.0,0.0,39.0,638667.75,458.0,292509820.0,330.0,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,376,1017,1.12,1.11,0.39,0.0,4.63,0.0,0.0,0.0,0.0,0.39,-0.39761242270469666,1,16.920000076293945,Behavior is normal.,Normal,Low
JIB2606,Jemima Isabella Bray,ElectricalEngineer,Jemima.Isabella.Bray@dtaa.com,356.0,1760.0,2070.0,476.0,1.34,106.0,4.94,1.18,393.0,0.0,100.0,0.0,0.0,0.0,100.0,596322.5,1101.0,656551040.0,856.0,5.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,242,733,0.94,0.99,0.28,0.0,3.09,0.0,0.0,0.0,0.0,0.28,-0.39975279569625854,1,16.90999984741211,Behavior is normal.,Normal,Low
RIJ2470,Rama India Juarez,WebDeveloper,Rama.India.Juarez@dtaa.com,356.0,1641.0,1447.0,356.0,1.0,1.0,4.61,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30378.92,1091.0,33143406.0,0.0,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,225,685,1.05,0.99,0.0,0.0,3.06,0.0,0.0,0.0,0.0,0.0,-0.3861072361469269,1,16.899999618530273,Behavior is normal.,Normal,Low
